user_id,username,display_name,bio,created_date,is_banned,has_verified_badge,badges_count,friends_count,followers_count,following_count,groups_count,groups,avatar_url,last_online,premium_status,account_age_days,url
2997234587,8KKD_ebquous,8KKD_ebquous,,2021-10-21T19:04:37.543Z,False,False,0,0,0,0,0,[],No avatar URL found,Never,False,1075.325753235839,https://www.roblox.com/users/2997234587/profile
3268914553,samumax2g,samumax2g,,2022-01-29T01:52:17.527Z,False,False,0,0,0,0,0,[],No avatar URL found,Never,False,976.0426552240799,https://www.roblox.com/users/3268914553/profile
1060484992,jujubawanny123,jujubawanny123,,2019-04-29T21:29:01.71Z,False,False,0,0,0,0,0,[],No avatar URL found,Never,False,1981.2254845029943,https://www.roblox.com/users/1060484992/profile
3390622921,hilado123zan,hilado123zan,,2022-03-14T02:31:52.237Z,False,False,0,0,0,0,0,[],No avatar URL found,Never,False,932.0151763565176,https://www.roblox.com/users/3390622921/profile
3179989418,Toksop2013,Toksop2013,,2021-12-27T21:04:06.567Z,False,False,0,0,0,0,0,[],No avatar URL found,Never,False,1008.2427966339252,https://www.roblox.com/users/3179989418/profile
2945996015,josuedavi42,josuedavi42,,2021-10-03T20:36:57.013Z,False,False,0,0,0,0,0,[],No avatar URL found,Never,False,1093.261655508967,https://www.roblox.com/users/2945996015/profile
2032868166,mynameisivaniscool,mynameisivaniscool,,2020-11-22T12:04:38.357Z,False,False,0,0,0,0,0,[],No avatar URL found,Never,False,1408.6174367033966,https://www.roblox.com/users/2032868166/profile
3426322638,zxzxsatgvbnmjklou,zxzxsatgvbnmjklou,,2022-03-28T09:29:18.05Z,False,False,0,0,0,0,0,[],No avatar URL found,Never,False,917.7253113503092,https://www.roblox.com/users/3426322638/profile
2592131266,osounicornio2,Martita,,2021-05-21T22:46:31.087Z,False,False,0,0,0,0,0,[],No avatar URL found,Never,False,1228.171694190596,https://www.roblox.com/users/2592131266/profile
3097886049,qhwlwkwlakTdlTdj,qhwlwkwlakTdlTdj,,2021-11-28T02:33:53.16Z,False,False,0,0,0,0,0,[],No avatar URL found,Never,False,1038.0138054484737,https://www.roblox.com/users/3097886049/profile
3171491031,kinglf29,kinglf29,,2021-12-25T18:27:27.687Z,False,False,0,0,0,0,0,[],No avatar URL found,Never,False,1010.3516116353815,https://www.roblox.com/users/3171491031/profile
1423266808,Lilayo200,Lilayo200,,2020-01-22T00:52:15.09Z,False,False,0,0,0,0,0,[],No avatar URL found,Never,False,1714.084396060512,https://www.roblox.com/users/1423266808/profile
3889080495,nnxriie,nnxriie,,2022-09-13T10:50:30.97Z,False,False,0,0,0,0,0,[],No avatar URL found,Never,False,748.6689487883532,https://www.roblox.com/users/3889080495/profile
1887680304,Abrilrami_42,Abrilrami_42,,2020-09-13T04:55:00.547Z,False,False,0,0,0,0,0,[],No avatar URL found,Never,False,1478.9158287517837,https://www.roblox.com/users/1887680304/profile
2425816908,Soul_PlatinumSP,MicLovin,ai miss jer,2021-03-10T01:58:14.677Z,False,False,0,0,0,0,0,[],No avatar URL found,Never,False,1301.0385883683573,https://www.roblox.com/users/2425816908/profile
1100525233,robloxandrea654,robloxandrea654,,2019-05-31T10:53:35.497Z,False,False,0,0,0,0,0,[],No avatar URL found,Never,False,1949.666823934071,https://www.roblox.com/users/1100525233/profile
2310935321,Pizzaboyrobking,Pizzaboyrobking,,2021-01-20T00:36:49.897Z,False,False,0,0,0,0,0,[],No avatar URL found,Never,False,1350.095139735363,https://www.roblox.com/users/2310935321/profile
